Approved symbol	NCBI Gene ID	Approved name
ILK	3611	integrin linked kinase
ILKAP	80895	ILK associated serine/threonine phosphatase
ILRUN	64771	inflammation and lipid regulator with UBA-like and NBR1-like domains
ILVBL	10994	ilvB acetolactate synthase like
IMMP1L	196294	inner mitochondrial membrane peptidase subunit 1
IMMP1LP1	729101	inner mitochondrial membrane peptidase subunit 1 pseudogene 1
IMMP1LP2	105369987	inner mitochondrial membrane peptidase subunit 1 pseudogene 2
IMMP1LP3		inner mitochondrial membrane peptidase subunit 1 pseudogene 3
IMMP2L	83943	inner mitochondrial membrane peptidase subunit 2
IMMT	10989	inner membrane mitochondrial protein
IMMTP1	54045	inner membrane mitochondrial protein pseudogene 1
IMP3	55272	IMP U3 small nucleolar ribonucleoprotein 3
IMP3P1	646087	IMP3 pseudogene 1
IMP3P2		IMP3 pseudogene 2
IMP4	92856	IMP U3 small nucleolar ribonucleoprotein 4
IMPA1	3612	inositol monophosphatase 1
IMPA1P1	650747	inositol monophosphatase 1 pseudogene 1
IMPA2	3613	inositol monophosphatase 2
IMPACT	55364	impact RWD domain protein
IMPAD1	54928	inositol monophosphatase domain containing 1
IMPDH1	3614	inosine monophosphate dehydrogenase 1
IMPDH1P1	340499	inosine monophosphate dehydrogenase 1 pseudogene 1
IMPDH1P2	402394	inosine monophosphate dehydrogenase 1 pseudogene 2
IMPDH1P3	136307	inosine monophosphate dehydrogenase 1 pseudogene 3
IMPDH1P4	139334	inosine monophosphate dehydrogenase 1 pseudogene 4
IMPDH1P5	340780	inosine monophosphate dehydrogenase 1 pseudogene 5
IMPDH1P6	392267	inosine monophosphate dehydrogenase 1 pseudogene 6
IMPDH1P7	391467	inosine monophosphate dehydrogenase 1 pseudogene 7
IMPDH1P8	131961	inosine monophosphate dehydrogenase 1 pseudogene 8
IMPDH1P9	441132	inosine monophosphate dehydrogenase 1 pseudogene 9
IMPDH1P10		inosine monophosphate dehydrogenase 1 pseudogene 10
IMPDH1P11	727833	inosine monophosphate dehydrogenase 1 pseudogene 11
IMPDH2	3615	inosine monophosphate dehydrogenase 2
IMPG1	3617	interphotoreceptor matrix proteoglycan 1
IMPG2	50939	interphotoreceptor matrix proteoglycan 2
INA	9118	internexin neuronal intermediate filament protein alpha
INAFM1	255783	InaF motif containing 1
INAFM2	100505573	InaF motif containing 2
INAVA	55765	innate immunity activator
INCA1	388324	inhibitor of CDK, cyclin A1 interacting protein 1
INCENP	3619	inner centromere protein
INE1	8552	inactivation escape 1
INE2	8551	inactivation escape 2
INF2	64423	inverted formin, FH2 and WH2 domain containing
ING1	3621	inhibitor of growth family member 1
ING2	3622	inhibitor of growth family member 2
ING3	54556	inhibitor of growth family member 3
ING4	51147	inhibitor of growth family member 4
ING5	84289	inhibitor of growth family member 5
INGX	27160	inhibitor of growth family, X-linked (pseudogene)
INHA	3623	inhibin subunit alpha
INHBA	3624	inhibin subunit beta A
INHBA-AS1	285954	INHBA antisense RNA 1
INHBB	3625	inhibin subunit beta B
INHBC	3626	inhibin subunit beta C
INHBE	83729	inhibin subunit beta E
INHCAP	100129696	inhibitor of carbonic anhydrase pseudogene
INIP	58493	INTS3 and NABP interacting protein
INKA1	389119	inka box actin regulator 1
INKA2	55924	inka box actin regulator 2
INKA2-AS1	100506343	INKA2 antisense RNA 1
INMT	11185	indolethylamine N-methyltransferase
INMT-MINDY4	100526825	INMT-MINDY4 readthrough (NMD candidate)
INO80	54617	INO80 complex ATPase subunit
INO80-AS1		INO80 antisense RNA 1
INO80B	83444	INO80 complex subunit B
INO80B-WBP1	100532735	INO80B-WBP1 readthrough (NMD candidate)
INO80C	125476	INO80 complex subunit C
INO80D	54891	INO80 complex subunit D
INO80E	283899	INO80 complex subunit E
INPP1	3628	inositol polyphosphate-1-phosphatase
INPP4A	3631	inositol polyphosphate-4-phosphatase type I A
INPP4B	8821	inositol polyphosphate-4-phosphatase type II B
INPP5A	3632	inositol polyphosphate-5-phosphatase A
INPP5B	3633	inositol polyphosphate-5-phosphatase B
INPP5D	3635	inositol polyphosphate-5-phosphatase D
INPP5E	56623	inositol polyphosphate-5-phosphatase E
INPP5F	22876	inositol polyphosphate-5-phosphatase F
INPP5J	27124	inositol polyphosphate-5-phosphatase J
INPP5K	51763	inositol polyphosphate-5-phosphatase K
INPPL1	3636	inositol polyphosphate phosphatase like 1
INS	3630	insulin
INS-IGF2	723961	INS-IGF2 readthrough
INSC	387755	INSC spindle orientation adaptor protein
INSIG1	3638	insulin induced gene 1
INSIG2	51141	insulin induced gene 2
INSL3	3640	insulin like 3
INSL4	3641	insulin like 4
INSL5	10022	insulin like 5
INSL6	11172	insulin like 6
INSM1	3642	INSM transcriptional repressor 1
INSM2	84684	INSM transcriptional repressor 2
INSR	3643	insulin receptor
INSRR	3645	insulin receptor related receptor
INSYN1	388135	inhibitory synaptic factor 1
INSYN1-AS1	101929221	INSYN1 antisense RNA 1
INSYN2A	642938	inhibitory synaptic factor 2A
INSYN2B	100131897	inhibitory synaptic factor family member 2B
INTS1	26173	integrator complex subunit 1
INTS2	57508	integrator complex subunit 2
INTS3	65123	integrator complex subunit 3
INTS4	92105	integrator complex subunit 4
INTS4P1	285905	integrator complex subunit 4 pseudogene 1
INTS4P2	644619	integrator complex subunit 4 pseudogene 2
INTS5	80789	integrator complex subunit 5
INTS6	26512	integrator complex subunit 6
INTS6-AS1	100507398	INTS6 antisense RNA 1
INTS6L	203522	integrator complex subunit 6 like
INTS6L-AS1		INTS6L antisense RNA 1
INTS6P1	285634	integrator complex subunit 6 pseudogene 1
INTS7	25896	integrator complex subunit 7
INTS8	55656	integrator complex subunit 8
INTS9	55756	integrator complex subunit 9
INTS9-AS1		INTS9 antisense RNA 1
INTS10	55174	integrator complex subunit 10
INTS11	54973	integrator complex subunit 11
INTS12	57117	integrator complex subunit 12
INTS13	55726	integrator complex subunit 13
INTS14	81556	integrator complex subunit 14
INTU	27152	inturned planar cell polarity protein
INVS	27130	inversin
IP6K1	9807	inositol hexakisphosphate kinase 1
IP6K2	51447	inositol hexakisphosphate kinase 2
IP6K3	117283	inositol hexakisphosphate kinase 3
IPCEF1	26034	interaction protein for cytohesin exchange factors 1
IPMK	253430	inositol polyphosphate multikinase
IPMKP1	401730	inositol polyphosphate multikinase pseudogene 1
IPO4	79711	importin 4
IPO5	3843	importin 5
IPO5P1	100132815	importin 5 pseudogene 1
IPO7	10527	importin 7
IPO7P1	100129708	importin 7 pseudogene 1
IPO7P2	100128337	importin 7 pseudogene 2
IPO8	10526	importin 8
IPO8P1	100418819	importin 8 pseudogene 1
IPO9	55705	importin 9
IPO9-AS1		IPO9 antisense RNA 1
IPO11	51194	importin 11
IPO13	9670	importin 13
IPP	3652	intracisternal A particle-promoted polypeptide
IPPK	64768	inositol-pentakisphosphate 2-kinase
IPPKP1		inositol 1,3,4,5,6-pentakisphosphate 2-kinase pseudogene 1
IPW	3653	imprinted in Prader-Willi syndrome
IQANK1	642574	IQ motif and ankyrin repeat containing 1
IQCA1	79781	IQ motif containing with AAA domain 1
IQCA1-AS1		IQCA1 antisense RNA 1
IQCA1L	392843	IQ motif containing with AAA domain 1 like
IQCB1	9657	IQ motif containing B1
IQCB2P	340192	IQ motif containing B2 pseudogene
IQCC	55721	IQ motif containing C
IQCD	115811	IQ motif containing D
IQCE	23288	IQ motif containing E
IQCF1	132141	IQ motif containing F1
IQCF2	389123	IQ motif containing F2
IQCF3	401067	IQ motif containing F3
IQCF5	389124	IQ motif containing F5
IQCF5-AS1	101928999	IQCF5 antisense RNA 1
IQCF6	440956	IQ motif containing F6
IQCG	84223	IQ motif containing G
IQCH	64799	IQ motif containing H
IQCH-AS1	100506686	IQCH antisense RNA 1
IQCJ	654502	IQ motif containing J
IQCJ-SCHIP1	100505385	IQCJ-SCHIP1 readthrough
IQCJ-SCHIP1-AS1		IQCJ-SCHIP1 readthrough antisense RNA 1
IQCK	124152	IQ motif containing K
IQCM	285423	IQ motif containing M
IQCN	80726	IQ motif containing N
IQGAP1	8826	IQ motif containing GTPase activating protein 1
IQGAP2	10788	IQ motif containing GTPase activating protein 2
IQGAP3	128239	IQ motif containing GTPase activating protein 3
IQSEC1	9922	IQ motif and Sec7 domain 1
IQSEC2	23096	IQ motif and Sec7 domain 2
IQSEC3	440073	IQ motif and Sec7 domain 3
IQSEC3P1	100132450	IQ motif and Sec7 domain 3 pseudogene 1
IQSEC3P2	100130073	IQ motif and Sec7 domain 3 pseudogene 2
IQSEC3P3	728056	IQ motif and Sec7 domain 3 pseudogene 3
IQUB	154865	IQ motif and ubiquitin domain containing
IRAIN	104472848	IGF1R antisense imprinted non-protein coding RNA
IRAK1	3654	interleukin 1 receptor associated kinase 1
IRAK1BP1	134728	interleukin 1 receptor associated kinase 1 binding protein 1
IRAK2	3656	interleukin 1 receptor associated kinase 2
IRAK3	11213	interleukin 1 receptor associated kinase 3
IRAK4	51135	interleukin 1 receptor associated kinase 4
IREB2	3658	iron responsive element binding protein 2
IRF1	3659	interferon regulatory factor 1
IRF2	3660	interferon regulatory factor 2
IRF2BP1	26145	interferon regulatory factor 2 binding protein 1
IRF2BP2	359948	interferon regulatory factor 2 binding protein 2
IRF2BPL	64207	interferon regulatory factor 2 binding protein like
IRF3	3661	interferon regulatory factor 3
IRF4	3662	interferon regulatory factor 4
IRF5	3663	interferon regulatory factor 5
IRF5P1	100420406	interferon regulatory factor 5 pseudogene 1
IRF6	3664	interferon regulatory factor 6
IRF7	3665	interferon regulatory factor 7
IRF8	3394	interferon regulatory factor 8
IRF9	10379	interferon regulatory factor 9
IRGC	56269	immunity related GTPase cinema
IRGM	345611	immunity related GTPase M
IRGQ	126298	immunity related GTPase Q
IRS1	3667	insulin receptor substrate 1
IRS2	8660	insulin receptor substrate 2
IRS3P	442338	insulin receptor substrate 3, pseudogene
IRS4	8471	insulin receptor substrate 4
IRX1	79192	iroquois homeobox 1
IRX1P1	646390	iroquois homeobox 1 pseudogene 1
IRX2	153572	iroquois homeobox 2
IRX3	79191	iroquois homeobox 3
IRX4	50805	iroquois homeobox 4
IRX4P1		iroquois homeobox 4 pseudogene 1
IRX5	10265	iroquois homeobox 5
IRX6	79190	iroquois homeobox 6
ISCA1	81689	iron-sulfur cluster assembly 1
ISCA1P1	389293	iron-sulfur cluster assembly 1 pseudogene 1
ISCA1P2	100288517	iron-sulfur cluster assembly 1 pseudogene 2
ISCA1P3	100131092	iron-sulfur cluster assembly 1 pseudogene 3
ISCA1P4	100128012	iron-sulfur cluster assembly 1 pseudogene 4
ISCA1P5	100288250	iron-sulfur cluster assembly 1 pseudogene 5
ISCA1P6	100130549	iron-sulfur cluster assembly 1 pseudogene 6
ISCA2	122961	iron-sulfur cluster assembly 2
ISCA2P1	100287193	iron-sulfur cluster assembly 2 pseudogene 1
ISCU	23479	iron-sulfur cluster assembly enzyme
ISCUP1	100462833	iron-sulfur cluster assembly enzyme pseudogene 1
ISG15	9636	ISG15 ubiquitin like modifier
ISG20	3669	interferon stimulated exonuclease gene 20
ISG20L2	81875	interferon stimulated exonuclease gene 20 like 2
ISL1	3670	ISL LIM homeobox 1
ISL2	64843	ISL LIM homeobox 2
ISLR	3671	immunoglobulin superfamily containing leucine rich repeat
ISLR2	57611	immunoglobulin superfamily containing leucine rich repeat 2
ISM1	140862	isthmin 1
ISM1-AS1	100505536	ISM1 antisense RNA 1
ISM2	145501	isthmin 2
ISOC1	51015	isochorismatase domain containing 1
ISOC2	79763	isochorismatase domain containing 2
IST1	9798	IST1 factor associated with ESCRT-III
ISX	91464	intestine specific homeobox
ISX-AS1	101926957	ISX antisense RNA 1
ISY1	57461	ISY1 splicing factor homolog
ISY1-RAB43	100534599	ISY1-RAB43 readthrough
ISYNA1	51477	inositol-3-phosphate synthase 1
ITCH	83737	itchy E3 ubiquitin protein ligase
ITCH-AS1		ITCH antisense RNA 1
ITCH-IT1		ITCH intronic transcript 1
ITFG1	81533	integrin alpha FG-GAP repeat containing 1
ITFG1-AS1	101927102	ITFG1 antisense RNA 1
ITFG2	55846	integrin alpha FG-GAP repeat containing 2
ITFG2-AS1	283440	ITFG2 antisense RNA 1
ITGA1	3672	integrin subunit alpha 1
ITGA2	3673	integrin subunit alpha 2
ITGA2B	3674	integrin subunit alpha 2b
ITGA3	3675	integrin subunit alpha 3
ITGA4	3676	integrin subunit alpha 4
ITGA5	3678	integrin subunit alpha 5
ITGA6		integrin subunit alpha 6
ITGA6-AS1		ITGA6 antisense RNA 1
ITGA7	3679	integrin subunit alpha 7
ITGA8	8516	integrin subunit alpha 8
ITGA9	3680	integrin subunit alpha 9
ITGA9-AS1	101928153	ITGA9 antisense RNA 1
ITGA10	8515	integrin subunit alpha 10
ITGA11	22801	integrin subunit alpha 11
ITGAD	3681	integrin subunit alpha D
ITGAE	3682	integrin subunit alpha E
ITGAL	3683	integrin subunit alpha L
ITGAM	3684	integrin subunit alpha M
ITGAV	3685	integrin subunit alpha V
ITGAX	3687	integrin subunit alpha X
ITGB1	3688	integrin subunit beta 1
ITGB1-DT	101929475	ITGB1 divergent transcript
ITGB1BP1	9270	integrin subunit beta 1 binding protein 1
ITGB1BP2	26548	integrin subunit beta 1 binding protein 2
ITGB1P1	100422691	integrin subunit beta 1 pseudogene 1
ITGB2	3689	integrin subunit beta 2
ITGB2-AS1	100505746	ITGB2 antisense RNA 1
ITGB3	3690	integrin subunit beta 3
ITGB3BP	23421	integrin subunit beta 3 binding protein
ITGB4	3691	integrin subunit beta 4
ITGB5	3693	integrin subunit beta 5
ITGB5-AS1		ITGB5 antisense RNA 1
ITGB6	3694	integrin subunit beta 6
ITGB7	3695	integrin subunit beta 7
ITGB8	3696	integrin subunit beta 8
ITGBL1	9358	integrin subunit beta like 1
ITIH1	3697	inter-alpha-trypsin inhibitor heavy chain 1
ITIH2	3698	inter-alpha-trypsin inhibitor heavy chain 2
ITIH3	3699	inter-alpha-trypsin inhibitor heavy chain 3
ITIH4	3700	inter-alpha-trypsin inhibitor heavy chain 4
ITIH4-AS1		ITIH4 antisense RNA 1
ITIH5	80760	inter-alpha-trypsin inhibitor heavy chain 5
ITIH6	347365	inter-alpha-trypsin inhibitor heavy chain family member 6
ITK	3702	IL2 inducible T cell kinase
ITLN1	55600	intelectin 1
ITLN2	142683	intelectin 2
ITM2A	9452	integral membrane protein 2A
ITM2B	9445	integral membrane protein 2B
ITM2BP1	100420308	integral membrane protein 2B pseudogene 1
ITM2C	81618	integral membrane protein 2C
ITPA	3704	inosine triphosphatase
ITPK1	3705	inositol-tetrakisphosphate 1-kinase
ITPK1-AS1	319085	ITPK1 antisense RNA 1
ITPKA	3706	inositol-trisphosphate 3-kinase A
ITPKB	3707	inositol-trisphosphate 3-kinase B
ITPKB-AS1		ITPKB antisense RNA 1
ITPKB-IT1	100506443	ITPKB intronic transcript 1
ITPKC	80271	inositol-trisphosphate 3-kinase C
ITPR1	3708	inositol 1,4,5-trisphosphate receptor type 1
ITPR1-DT	100996539	ITPR1 divergent transcript
ITPR2	3709	inositol 1,4,5-trisphosphate receptor type 2
ITPR3	3710	inositol 1,4,5-trisphosphate receptor type 3
ITPRID1	223075	ITPR interacting domain containing 1
ITPRID2	6744	ITPR interacting domain containing 2
ITPRIP	85450	inositol 1,4,5-trisphosphate receptor interacting protein
ITPRIP-AS1	101927472	ITPRIP antisense RNA 1
ITPRIPL1	150771	ITPRIP like 1
ITPRIPL2	162073	ITPRIP like 2
ITSN1	6453	intersectin 1
ITSN2	50618	intersectin 2
IV		inversus situs, viscerum
IVD	3712	isovaleryl-CoA dehydrogenase
IVL	3713	involucrin
IVNS1ABP	10625	influenza virus NS1A binding protein
IWS1	55677	interacts with SUPT6H, CTD assembly factor 1
IYD	389434	iodotyrosine deiodinase
IZUMO1	284359	izumo sperm-egg fusion 1
IZUMO1R	390243	IZUMO1 receptor, JUNO
IZUMO2	126123	IZUMO family member 2
IZUMO3	100129669	IZUMO family member 3
IZUMO4	113177	IZUMO family member 4
JADE1	79960	jade family PHD finger 1
JADE2	23338	jade family PHD finger 2
JADE3	9767	jade family PHD finger 3
JADRR	101669763	JADE1 adjacent regulatory RNA
JAG1	182	jagged canonical Notch ligand 1
JAG2	3714	jagged canonical Notch ligand 2
JAGN1	84522	jagunal homolog 1
JAK1	3716	Janus kinase 1
JAK2	3717	Janus kinase 2
JAK3	3718	Janus kinase 3
JAKMIP1	152789	janus kinase and microtubule interacting protein 1
JAKMIP2	9832	janus kinase and microtubule interacting protein 2
JAKMIP2-AS1	153469	JAKMIP2 antisense RNA 1
JAKMIP3	282973	Janus kinase and microtubule interacting protein 3
JAM2	58494	junctional adhesion molecule 2
JAM3	83700	junctional adhesion molecule 3
JAML	120425	junction adhesion molecule like
JARID2	3720	jumonji and AT-rich interaction domain containing 2
JARID2-AS1	100506681	JARID2 antisense RNA 1
JAZF1	221895	JAZF zinc finger 1
JAZF1-AS1	100128081	JAZF1 antisense RNA 1
JBS		Jacobsen syndrome
JCAD	57608	junctional cadherin 5 associated
JCHAIN	3512	joining chain of multimeric IgA and IgM
JCHAINP1	3513	joining chain of multimeric IgA and IgM pseudogene 1
JDP2	122953	Jun dimerization protein 2
JHY	79864	junctional cadherin complex regulator
JKAMP	51528	JNK1/MAPK8 associated membrane protein
JKAMPP1	100049717	JNK1/MAPK8-associated membrane protein pseudogene 1
JMJD1C	221037	jumonji domain containing 1C
JMJD1C-AS1	84989	JMJD1C antisense RNA 1
JMJD4	65094	jumonji domain containing 4
JMJD6	23210	jumonji domain containing 6, arginine demethylase and lysine hydroxylase
JMJD7	100137047	jumonji domain containing 7
JMJD7-PLA2G4B	8681	JMJD7-PLA2G4B readthrough
JMJD8	339123	jumonji domain containing 8
JMY	133746	junction mediating and regulatory protein, p53 cofactor
JOSD1	9929	Josephin domain containing 1
JOSD2	126119	Josephin domain containing 2
JPD		juvenile periodontitis
JPH1	56704	junctophilin 1
JPH2	57158	junctophilin 2
JPH3	57338	junctophilin 3
JPH4	84502	junctophilin 4
JPT1	51155	Jupiter microtubule associated homolog 1
JPT2	90861	Jupiter microtubule associated homolog 2
JPX	554203	JPX transcript, XIST activator
JRK	8629	Jrk helix-turn-helix protein
JRKL	8690	JRK like
JRKL-AS1		JRKL antisense RNA 1
JSRP1	126306	junctional sarcoplasmic reticulum protein 1
JTB	10899	jumping translocation breakpoint
JTBP1		jumping translocation breakpoint pseudogene 1
JUN	3725	Jun proto-oncogene, AP-1 transcription factor subunit
JUNB	3726	JunB proto-oncogene, AP-1 transcription factor subunit
JUND	3727	JunD proto-oncogene, AP-1 transcription factor subunit
JUP	3728	junction plakoglobin
KAAG1	353219	kidney associated antigen 1
KALRN	8997	kalirin RhoGEF kinase
KANK1	23189	KN motif and ankyrin repeat domains 1
KANK1P1	100862705	KN motif and ankyrin repeat domains 1 pseudogene 1
KANK2	25959	KN motif and ankyrin repeat domains 2
KANK3	256949	KN motif and ankyrin repeat domains 3
KANK4	163782	KN motif and ankyrin repeat domains 4
KANSL1	284058	KAT8 regulatory NSL complex subunit 1
KANSL1-AS1	644246	KANSL1 antisense RNA 1
KANSL1L	151050	KAT8 regulatory NSL complex subunit 1 like
KANSL2	54934	KAT8 regulatory NSL complex subunit 2
KANSL3	55683	KAT8 regulatory NSL complex subunit 3
KANTR	102723508	KDM5C adjacent transcript
KARS	3735	lysyl-tRNA synthetase
KARSP1	100419558	lysyl-tRNA synthetase pseudogene 1
KARSP2	100419560	lysyl-tRNA synthetase pseudogene 2
KARSP3	100132079	lysyl-tRNA synthetase pseudogene 3
KAT2A	2648	lysine acetyltransferase 2A
KAT2B	8850	lysine acetyltransferase 2B
KAT5	10524	lysine acetyltransferase 5
KAT6A	7994	lysine acetyltransferase 6A
KAT6B	23522	lysine acetyltransferase 6B
KAT7	11143	lysine acetyltransferase 7
KAT8	84148	lysine acetyltransferase 8
KAT14	57325	lysine acetyltransferase 14
KATNA1	11104	katanin catalytic subunit A1
KATNAL1	84056	katanin catalytic subunit A1 like 1
KATNAL2	83473	katanin catalytic subunit A1 like 2
KATNB1	10300	katanin regulatory subunit B1
KATNBL1	79768	katanin regulatory subunit B1 like 1
KATNBL1P1	100420919	katanin regulatory subunit B1 like 1 pseudogene 1
KATNBL1P2	100130235	katanin regulatory subunit B1 like 1 pseudogene 2
KATNBL1P3	100420946	katanin regulatory subunit B1 like 1 pseudogene 3
KATNBL1P4	100128982	katanin regulatory subunit B1 like 1 pseudogene 4
KATNBL1P5	100420841	katanin regulatory subunit B1 like 1 pseudogene 5
KATNBL1P6	729176	katanin regulatory subunit B1 like 1 pseudogene 6
KAZALD1	81621	Kazal type serine peptidase inhibitor domain 1
KAZN	23254	kazrin, periplakin interacting protein
KAZN-AS1		KAZN antisense RNA 1
KBTBD2	25948	kelch repeat and BTB domain containing 2
KBTBD3	143879	kelch repeat and BTB domain containing 3
KBTBD4	55709	kelch repeat and BTB domain containing 4
KBTBD6	89890	kelch repeat and BTB domain containing 6
KBTBD7	84078	kelch repeat and BTB domain containing 7
KBTBD8	84541	kelch repeat and BTB domain containing 8
KBTBD11	9920	kelch repeat and BTB domain containing 11
KBTBD11-OT1		KBTBD11 overlapping transcript 1
KBTBD12	166348	kelch repeat and BTB domain containing 12
KBTBD13	390594	kelch repeat and BTB domain containing 13
KCMF1	56888	potassium channel modulatory factor 1
KCNA1	3736	potassium voltage-gated channel subfamily A member 1
KCNA2	3737	potassium voltage-gated channel subfamily A member 2
KCNA3	3738	potassium voltage-gated channel subfamily A member 3
KCNA4	3739	potassium voltage-gated channel subfamily A member 4
KCNA5	3741	potassium voltage-gated channel subfamily A member 5
KCNA6	3742	potassium voltage-gated channel subfamily A member 6
KCNA7	3743	potassium voltage-gated channel subfamily A member 7
KCNA10	3744	potassium voltage-gated channel subfamily A member 10
